Site ID,Latitude,Longitude,Region IHS,State
IHS_ABE_001,7.13978,3.32859,Lagos,Ogun
IHS_ABE_002,7.16650,3.33967,Lagos,Ogun
IHS_ABE_003,7.18090,3.41183,Lagos,Ogun
IHS_ABE_004,7.18609,3.34841,Lagos,Ogun
IHS_ABE_005,7.14439,3.37381,Lagos,Ogun
IHS_ABE_009V,7.15166,3.33570,Lagos,Ogun
IHS_ABE_010V,7.12527,3.36729,Lagos,Ogun
IHS_ABE_012V,7.17178,3.36543,Lagos,Ogun
IHS_ABE_014V,7.12027,3.29511,Lagos,Ogun
IHS_ABE_015V,7.14367,3.30908,Lagos,Ogun
IHS_ABE_016V,7.16847,3.31806,Lagos,Ogun
IHS_ABE_017V,7.19230,3.35122,Lagos,Ogun
IHS_ABE_018V,7.13487,3.34735,Lagos,Ogun
IHS_ABE_019V,7.16148,3.37721,Lagos,Ogun
IHS_ABE_020V,7.16037,3.35580,Lagos,Ogun
IHS_ABI_016,5.29345,7.48521,Enugu,Abia
IHS_ABI_017,5.23672,7.48109,Enugu,Abia
IHS_ABI_025,5.48711,7.88698,Enugu,Abia
IHS_ABI_026,5.60487,7.46517,Enugu,Abia
IHS_ABI_027,5.35255,7.37007,Enugu,Abia
IHS_ABI_030,5.23329,7.39332,Enugu,Abia
IHS_ABI_031,5.27387,7.46031,Enugu,Abia
IHS_ABJ_005,9.14942,7.34857,Abuja,FCT
IHS_ABJ_034,9.14437,7.34178,Abuja,FCT
IHS_ABJ_042,9.11778,7.22785,Abuja,FCT
IHS_ABJ_044,9.18038,7.22189,Abuja,Niger
IHS_ABJ_045,9.24420,7.28336,Abuja,FCT
IHS_ABJ_047,9.26825,7.37701,Abuja,FCT
IHS_ABJ_049,9.25734,7.18314,Abuja,Niger
IHS_ABJ_050,9.14671,7.36306,Abuja,FCT
IHS_ABJ_053,9.14234,7.32471,Abuja,FCT
IHS_ABJ_062V,9.13879,7.35413,Abuja,FCT
IHS_ABJ_067V,9.18271,7.18646,Abuja,Niger
IHS_ABJ_068V,9.10321,7.21718,Abuja,FCT
IHS_ABJ_069V,9.15038,7.34364,Abuja,FCT
IHS_AWK_001,6.20832,7.07050,Asaba,Anambra
IHS_AWK_002,6.23036,7.09752,Asaba,Anambra
IHS_AWK_003,6.25982,7.10949,Asaba,Anambra
IHS_AWK_004,6.24401,7.09254,Asaba,Anambra
IHS_AWK_005,6.23041,7.07366,Asaba,Anambra
IHS_AWK_006,6.30649,6.96383,Asaba,Anambra
IHS_AWK_007,6.35328,6.91805,Asaba,Anambra
IHS_AWK_010V,6.22690,7.08505,Asaba,Anambra
IHS_AWK_011V,6.21116,7.06484,Asaba,Anambra
IHS_BAD_001,9.62067,7.45853,Abuja,Kaduna
IHS_BAU_020,10.48256,8.94230,Abuja,Bauchi
IHS_BAU_028,10.06732,9.13260,Abuja,Bauchi
IHS_EBC_001,5.47560,6.72244,Enugu,Rivers
IHS_EBC_002,5.50705,6.74408,Enugu,Imo
IHS_EBC_003,5.46307,6.69993,Enugu,Rivers
IHS_EBO_008,5.77246,7.76272,Enugu,Abia
IHS_EKW_001,6.05645,7.12914,Asaba,Anambra
IHS_IFO_001,6.82442,3.19773,Lagos,Ogun
IHS_IFU_001,6.60406,6.94888,Asaba,Anambra
IHS_IHL_001,5.85304,6.89530,Asaba,Anambra
IHS_IJB_002,7.16141,3.31144,Lagos,Ogun
IHS_IMO_001,5.50315,6.99759,Enugu,Imo
IHS_IMO_002,5.51942,7.05046,Enugu,Imo
IHS_IMO_003,5.49284,7.06520,Enugu,Imo
IHS_IMO_004,5.47859,7.04581,Enugu,Imo
IHS_IMO_005,5.46355,7.01909,Enugu,Imo
IHS_IMO_006,5.53512,7.04067,Enugu,Imo
IHS_IMO_007,5.44840,7.05912,Enugu,Imo
IHS_IMO_008,5.52417,7.07285,Enugu,Imo
IHS_IMO_009,5.54714,7.01851,Enugu,Imo
IHS_IMO_010,5.72050,7.09683,Enugu,Imo
IHS_IMO_011,5.49031,7.04329,Enugu,Imo
IHS_IMO_012,5.58112,7.09896,Enugu,Imo
IHS_IMO_013,5.46789,7.00527,Enugu,Imo
IHS_IMO_014,5.55726,6.88986,Enugu,Imo
IHS_IMO_015V,5.47680,7.01321,Enugu,Imo
IHS_IMO_016V,5.50737,7.02385,Enugu,Imo
IHS_IMO_017V,5.42319,7.09016,Enugu,Imo
IHS_IMO_018V,5.41778,7.01170,Enugu,Imo
IHS_IMO_021,5.42189,6.92537,Enugu,Imo
IHS_IMO_022,5.47618,7.30005,Enugu,Imo
IHS_IMO_023,5.72021,6.92334,Enugu,Imo
IHS_IMO_024,5.72376,7.15657,Enugu,Imo
IHS_IMO_025,5.77063,6.89854,Asaba,Anambra
IHS_IMO_026,5.73898,7.07884,Enugu,Imo
IHS_IMO_027,5.87191,6.95559,Enugu,Imo
IHS_IMO_028,5.71492,6.86566,Enugu,Imo
IHS_IMO_029,5.36353,6.76931,Enugu,Imo
IHS_IMO_030,5.73735,7.22121,Enugu,Imo
IHS_IMO_031,5.61967,6.74658,Enugu,Imo
IHS_IMO_032,5.55093,7.19034,Enugu,Imo
IHS_IMO_033,5.41106,6.87704,Enugu,Imo
IHS_IMO_034,5.73680,7.28258,Enugu,Imo
IHS_IMO_035,5.69720,6.91066,Enugu,Imo
IHS_IMO_036,5.74484,6.88247,Enugu,Imo
IHS_IMO_037,5.90185,7.06938,Asaba,Imo
IHS_IMO_038,5.82465,7.24813,Enugu,Imo
IHS_IMO_039,5.83330,7.15819,Enugu,Imo
IHS_IMO_040,5.63255,7.31685,Enugu,Imo
IHS_IMO_041,5.69175,7.35056,Enugu,Imo
IHS_IMO_042,5.78910,7.20438,Enugu,Imo
IHS_IMO_043,5.65770,6.92705,Enugu,Imo
IHS_IMO_044,5.64488,6.95154,Enugu,Imo
IHS_IMO_045,5.43092,7.01516,Enugu,Imo
IHS_IMO_046,5.54099,7.07052,Enugu,Imo
IHS_IMO_047,5.36641,7.12515,Enugu,Imo
IHS_IMO_048,5.47405,7.07286,Enugu,Imo
IHS_IMO_049,5.36295,7.00437,Enugu,Imo
IHS_IMO_050,5.35923,6.95321,Enugu,Imo
IHS_IMO_052,5.34155,7.08720,Enugu,Imo
IHS_JAJ_001,10.82194,7.57475,Abuja,Kaduna
IHS_KAD_001,10.53017,7.40067,Abuja,Kaduna
IHS_KAD_002,10.47529,7.44347,Abuja,Kaduna
IHS_KAD_003,10.55885,7.44626,Abuja,Kaduna
IHS_KAD_004,10.46951,7.41292,Abuja,Kaduna
IHS_KAD_005,10.42635,7.41728,Abuja,Kaduna
IHS_KAD_006,10.47086,7.49147,Abuja,Kaduna
IHS_KAD_007,10.59800,7.48831,Abuja,Kaduna
IHS_KAD_008,10.47728,7.45363,Abuja,Kaduna
IHS_KAD_009,10.52825,7.49242,Abuja,Kaduna
IHS_KAD_010,10.25385,7.22939,Abuja,Kaduna
IHS_KAD_013V,10.47488,7.41979,Abuja,Kaduna
IHS_KAD_015V,10.57833,7.43550,Abuja,Kaduna
IHS_KAD_016V,10.55899,7.47271,Abuja,Kaduna
IHS_KAD_017V,10.52371,7.40274,Abuja,Kaduna
IHS_KAD_018V,10.50033,7.43761,Abuja,Kaduna
IHS_KAD_020V,10.52720,7.42670,Abuja,Kaduna
IHS_KAD_025V,10.52990,7.38395,Abuja,Kaduna
IHS_KAD_026V,10.55574,7.44230,Abuja,Kaduna
IHS_KAD_027V,10.55977,7.45650,Abuja,Kaduna
IHS_KAD_028V,10.56676,7.41646,Abuja,Kaduna
IHS_KAD_029V,10.47675,7.44705,Abuja,Kaduna
IHS_KAD_030V,10.42931,7.40133,Abuja,Kaduna
IHS_KAD_031V,10.44898,7.47991,Abuja,Kaduna
IHS_KAD_032V,10.48299,7.37693,Abuja,Kaduna
IHS_KAD_033V,10.59323,7.40482,Abuja,Kaduna
IHS_KAD_038,10.43097,7.45675,Abuja,Kaduna
IHS_KAD_039,10.65269,7.45048,Abuja,Kaduna
IHS_KAD_040,9.42113,7.35321,Abuja,Kaduna
IHS_KAF_001,9.57888,8.22772,Abuja,Kaduna
IHS_KAF_002,9.16702,8.61336,Abuja,Kaduna
IHS_KAF_003,9.58922,8.36873,Abuja,Kaduna
IHS_KAF_004,9.73438,7.96343,Abuja,Kaduna
IHS_LAG_019,6.77486,3.28391,Lagos,Ogun
IHS_LAG_035,6.73441,3.23742,Lagos,Ogun
IHS_LAG_040,6.70973,3.27513,Lagos,Ogun
IHS_LAG_041,6.74454,3.20581,Lagos,Ogun
IHS_LAG_069,6.68217,3.26718,Lagos,Lagos
IHS_LAG_073,6.73365,3.27617,Lagos,Ogun
IHS_LAG_086V,6.65582,3.25727,Lagos,Lagos
IHS_LAG_093V,6.65010,3.30432,Lagos,Lagos
IHS_LAG_099V,6.64631,3.27424,Lagos,Lagos
IHS_LAG_106V,6.66763,3.35275,Lagos,Lagos
IHS_LAG_107V,6.69350,3.28039,Lagos,Lagos
IHS_LAG_109V,6.67469,3.30215,Lagos,Lagos
IHS_LAG_110V,6.68182,3.26760,Lagos,Lagos
IHS_LAG_127V,6.70271,3.23820,Lagos,Ogun
IHS_LAG_128V,6.67553,3.24024,Lagos,Lagos
IHS_LAG_129V,6.65705,3.28952,Lagos,Lagos
IHS_LAG_137V,6.68121,3.37075,Lagos,Ogun
IHS_LAG_138V,6.69718,3.33630,Lagos,Ogun
IHS_LAG_162V,6.68323,3.21762,Lagos,Ogun
IHS_LAG_163V,6.68298,3.16797,Lagos,Ogun
IHS_LAG_164V,6.66312,3.09633,Lagos,Ogun
IHS_LAG_165V,6.64077,3.04688,Lagos,Ogun
IHS_LAG_166V,6.61120,3.00088,Lagos,Ogun
IHS_LAG_167V,6.59238,2.94400,Lagos,Ogun
IHS_LAG_168V,6.53776,2.90175,Lagos,Ogun
IHS_LAG_169V,6.53776,2.83451,Lagos,Ogun
IHS_LAG_170V,6.50590,2.71966,Lagos,Ogun
IHS_LAG_171V,6.67916,3.03622,Lagos,Ogun
IHS_LAG_172V,6.69163,2.98475,Lagos,Ogun
IHS_LAG_173V,6.70400,2.90402,Lagos,Ogun
IHS_LAG_174V,6.68694,2.83408,Lagos,Ogun
IHS_LAG_175V,6.63842,2.74296,Lagos,Ogun
IHS_LAG_176V,6.55277,3.03631,Lagos,Ogun
IHS_LAG_177V,6.60376,3.16220,Lagos,Ogun
IHS_NNE_001,5.96771,6.87821,Asaba,Anambra
IHS_NNE_002,6.06743,6.97879,Asaba,Anambra
IHS_NNE_003,5.92491,6.94120,Asaba,Anambra
IHS_NNE_004,6.03890,7.02098,Asaba,Anambra
IHS_NNE_005V,6.00649,6.90919,Asaba,Anambra
IHS_OGU_001,6.68370,3.21156,Lagos,Ogun
IHS_OKI_002,5.91382,7.41043,Enugu,Abia
IHS_OKP_001,5.99058,7.15071,Asaba,Anambra
IHS_OKP_002,6.01211,7.15409,Asaba,Anambra
IHS_OKP_003,5.91233,7.11171,Asaba,Imo
IHS_OKP_004,5.93161,7.07221,Asaba,Anambra
IHS_OKP_005,5.95325,7.10170,Asaba,Anambra
IHS_OKP_006,5.97145,7.14735,Asaba,Anambra
IHS_ONT_001,6.15359,6.79165,Asaba,Anambra
IHS_ONT_002,6.18132,6.79370,Asaba,Anambra
IHS_ONT_003,6.13009,6.76845,Asaba,Anambra
IHS_ONT_004,6.14802,6.82686,Asaba,Anambra
IHS_ONT_005,6.16624,6.84190,Asaba,Anambra
IHS_ONT_006,6.14684,6.89005,Asaba,Anambra
IHS_ONT_007,6.12488,6.89309,Asaba,Anambra
IHS_ONT_008,6.19386,6.91782,Asaba,Anambra
IHS_ONT_009,6.11370,6.78290,Asaba,Anambra
IHS_ONT_010V,6.14416,6.81880,Asaba,Anambra
IHS_ONT_011,6.15572,6.78319,Asaba,Anambra
IHS_ONT_014V,6.15046,6.77496,Asaba,Anambra
IHS_ONT_016,6.10219,6.92735,Asaba,Anambra
IHS_ONT_017,5.87113,6.85388,Asaba,Anambra
IHS_OVI_001,5.73635,7.50198,Enugu,Abia
IHS_PHC_018,5.17772,6.86178,Enugu,Rivers
IHS_PLA_001,9.95462,8.88090,Abuja,Plateau
IHS_PLA_002,9.94285,8.89385,Abuja,Plateau
IHS_PLA_003,9.91593,8.89295,Abuja,Plateau
IHS_PLA_004,9.87375,8.89064,Abuja,Plateau
IHS_PLA_005,9.78995,8.86267,Abuja,Plateau
IHS_PLA_006,9.93186,8.87918,Abuja,Plateau
IHS_PLA_007,9.90015,8.86752,Abuja,Plateau
IHS_PLA_008,9.81833,8.86515,Abuja,Plateau
IHS_PLA_009,9.91204,8.90984,Abuja,Plateau
IHS_PLA_010,9.88736,8.87117,Abuja,Plateau
IHS_PLA_011,9.93261,8.92099,Abuja,Plateau
IHS_PLA_012,9.94980,8.88660,Abuja,Plateau
IHS_PLA_014,9.88862,8.94549,Abuja,Plateau
IHS_PLA_015V,9.88459,8.87765,Abuja,Plateau
IHS_PLA_016V,9.94394,8.87968,Abuja,Plateau
IHS_PLA_018V,9.79026,8.86295,Abuja,Plateau
IHS_PLA_019V,9.84650,8.86635,Abuja,Plateau
IHS_PLA_022V,9.93406,8.86095,Abuja,Plateau
IHS_PLA_023V,9.86274,8.86054,Abuja,Plateau
IHS_PLA_028V,9.95065,8.90407,Abuja,Plateau
IHS_PLA_029V,9.95099,8.86791,Abuja,Plateau
IHS_PLA_032,9.92210,8.85926,Abuja,Plateau
IHS_PLA_036,9.88472,8.99283,Abuja,Plateau
IHS_PLA_037,9.74334,8.85781,Abuja,Plateau
IHS_PLA_038,9.81171,8.65603,Abuja,Plateau
IHS_PLA_039,9.96494,8.87066,Abuja,Plateau
IHS_PLA_041,9.98050,8.89557,Abuja,Plateau
IHS_PLA_042,9.84979,8.68315,Abuja,Plateau
IHS_PLA_043,9.90107,8.90689,Abuja,Plateau
IHS_PLA_044,9.77633,8.86011,Abuja,Plateau
IHS_PLA_048,9.88086,8.91731,Abuja,Plateau
IHS_PLA_049,9.56230,8.90070,Abuja,Plateau
IHS_UMU_001,5.98312,7.24921,Asaba,Anambra
IHS_UYO_026,5.41129,7.65683,Enugu,Akwa Ibom
IHS_ZAR_001,10.92460,7.64666,Abuja,Kaduna
IHS_ZAR_002,11.11034,7.73249,Abuja,Kaduna
IHS_ZAR_003,10.76127,7.51988,Abuja,Kaduna
IHS_ZAR_004,11.15864,7.65175,Abuja,Kaduna
IHS_ZAR_005,11.09012,7.70489,Abuja,Kaduna
IHS_ZAR_006,11.17632,7.67482,Abuja,Kaduna
IHS_ZAR_007,10.76851,7.67805,Abuja,Kaduna
IHS_ZAR_010V,11.05170,7.68890,Abuja,Kaduna
IHS_ZAR_011V,11.08590,7.71148,Abuja,Kaduna
IHS_ZAR_012V,11.16160,7.65281,Abuja,Kaduna
IHS_ZAR_015V,11.10763,7.71816,Abuja,Kaduna
IHS_ZAR_016V,11.07625,7.68133,Abuja,Kaduna
IHS_ZAR_020V,11.12089,7.72887,Abuja,Kaduna
IHS_ZAR_021,11.04391,7.70333,Abuja,Kaduna
IHS_ZAR_022,11.04185,7.71869,Abuja,Kaduna
IHS_ZAR_023,11.16127,7.58502,Abuja,Kaduna
IHS_ZAR_024,11.03353,7.67817,Abuja,Kaduna
IHS_EKW_002,6.00892,7.09392,Asaba,Anambra
IHS_ONT_019,5.88780,6.86878,Asaba,Anambra
IHS_ONT_020,5.87244,6.80851,Asaba,Anambra
IHS_EBO_014,5.91899,7.55825,Enugu,Ebonyi
IHS_IMO_055,5.61692,6.91688,Enugu,Imo
IHS_IMO_056,5.55129,7.38863,Enugu,Imo
IHS_IMO_057,5.52856,7.37345,Enugu,Imo
IHS_IMO_058,5.65708,7.05575,Enugu,Imo
IHS_IMO_059,5.90005,7.12914,Asaba,Imo
IHS_IMO_060,5.67925,7.04118,Enugu,Imo
IHS_KAF_005,9.55095,8.11862,Abuja,Kaduna
IHS_ZAR_025,11.04999,7.85001,Abuja,Kaduna
IHS_PLA_051,9.69860,8.73390,Abuja,Plateau
IHS_PLA_047,9.92829,8.76498,Abuja,Plateau
IHS_UMH_003,5.57332,7.48705,Enugu,Abia
IHS_UMH_004,5.46761,7.49287,Enugu,Abia
IHS_OZU_001,5.96532,6.84144,Asaba,Anambra
IHS_IFO_002,6.77183,3.20670,Lagos,Ogun
IHS_ONT_021,6.09725,6.75954,Asaba,Anambra
IHS_IMO_065,5.44389,7.16203,Enugu,Imo
IHS_UYO_045,5.44581,7.75658,Enugu,Akwa Ibom
IHS_UYO_046,5.46145,7.73851,Enugu,Akwa Ibom
IHS_ONT_022,5.87708,6.79384,Asaba,Anambra
IHS_ONT_023,6.15335,6.87023,Asaba,Anambra
IHS_IMO_066,5.68045,7.16051,Enugu,Imo
IHS_IFO_003,6.79786,3.20011,Lagos,Ogun
IHS_IFO_004,6.81772,3.19196,Lagos,Ogun
IHS_LAG_231,6.69608,3.24583,Lagos,Ogun
IHS_LAG_232,6.70511,3.26731,Lagos,Lagos
IHS_LAG_233,6.75267,3.24522,Lagos,Ogun
IHS_LAG_228,6.63903,3.24947,Lagos,Lagos
IHS_LAG_234,6.75692,3.25603,Lagos,Ogun
IHS_ABE_008,7.17294,3.27661,Lagos,Ogun
IHS_PHC_078,5.19278,7.00624,Enugu,Imo
IHS_AWK_014,6.53248,6.70545,Asaba,Anambra
IHS_AWK_016,6.45609,6.72816,Asaba,Anambra
IHS_KAF_006,9.44110,7.81220,Abuja,Kaduna
IHS_KAF_007,9.70045,8.16514,Abuja,Kaduna
IHS_IMO_067,5.68698,7.22158,Enugu,Imo
IHS_PLA_054,9.98860,9.11180,Abuja,Plateau
IHS_ABI_035,5.51866,7.45744,Enugu,Abia
IHS_ABI_036,5.33247,7.34796,Enugu,Abia
IHS_KAD_042,10.49487,7.38140,Abuja,Kaduna
IHS_IMO_068,5.47568,6.96926,Enugu,Imo
IHS_IMO_069,5.82882,7.33280,Enugu,Imo
IHS_IMO_070,5.35238,6.76281,Enugu,Imo
IHS_LAG_244,6.71004,3.30673,Lagos,Ogun
IHS_ONT_029,6.12711,6.82345,Asaba,Anambra
IHS_PHC_087,5.47615,6.73800,Enugu,Imo
IHS_ONT_030,6.11373,6.87559,Asaba,Anambra
IHS_AWK_019,6.52852,7.00634,Asaba,Anambra
IHS_PLA_055,9.90510,8.89475,Abuja,Plateau
IHS_ONT_033,6.18387,6.96570,Asaba,Anambra
IHS_PLA_056,9.92501,8.87500,Abuja,Plateau
IHS_PLA_058,9.86467,8.89747,Abuja,Plateau
IHS_PLA_059,9.83377,8.86480,Abuja,Plateau
IHS_IFO_005,6.90720,3.02160,Lagos,Ogun
IHS_IMO_071,5.58222,7.07167,Enugu,Imo
IHS_IMO_073,5.41830,7.14243,Enugu,Imo
IHS_IMO_074,5.73026,6.85118,Enugu,Imo
IHS_IMO_077,5.47657,7.05412,Enugu,Imo
IHS_ABE_007,7.14047,3.35552,Lagos,Ogun
IHS_AWK_021,6.20111,7.01369,Asaba,Anambra
IHS_AWK_024,6.18166,7.06589,Asaba,Anambra
IHS_ABI_046,5.82705,7.43935,Enugu,Abia
IHS_ABI_047,5.60320,7.82006,Enugu,Abia
IHS_KAD_043,10.46570,7.46560,Abuja,Kaduna
IHS_IMO_081,5.74627,7.14085,Enugu,Imo
IHS_IMO_082,5.75734,6.82041,Enugu,Imo
IHS_AWK_025,6.13933,7.02535,Asaba,Anambra
IHS_AWK_026,6.34340,6.85503,Asaba,Anambra
IHS_OGU_002,6.67002,3.20477,Lagos,Ogun
IHS_ONT_048,6.19898,6.82411,Asaba,Anambra
IHS_IMO_090,5.50797,7.00036,Enugu,Imo
IHS_ONT_049,6.15352,6.85677,Asaba,Anambra
IHS_ABI_054,5.82384,7.39131,Enugu,Imo
IHS_ABJ_103,9.16709,7.38181,Abuja,FCT
IHS_ZAR_026,11.14574,7.69042,Abuja,Kaduna
IHS_IFO_006,6.92868,3.21915,Lagos,Ogun
IHS_UMH_002,5.47755,7.53641,Enugu,Abia
IHS_ONT_039,6.15129,6.80749,Asaba,Anambra
IHS_PLA_067,9.58769,8.89444,Abuja,Plateau
IHS_LAG_285,6.68080,3.29240,Lagos,Lagos
IHS_OGU_003,6.69198,3.32843,Lagos,Ogun
IHS_IMO_076,5.50585,7.03384,Enugu,Imo
IHS_KAD_044,10.55611,7.46472,Abuja,Kaduna
IHS_KAF_009,9.47905,8.39625,Abuja,Kaduna
IHS_KAD_046,10.33357,7.71489,Abuja,Kaduna
IHS_OKP_007,6.03321,7.16737,Asaba,Anambra
IHS_AWK_028,6.29587,6.89894,Asaba,Anambra
IHS_IMO_093,5.50482,7.17715,Enugu,Imo
IHS_OGU_006,6.95827,2.71545,Lagos,Ogun
IHS_AWK_013,6.14001,7.13612,Asaba,Anambra
IHS_PLA_063,9.89878,8.87475,Abuja,Plateau
IHS_ABE_023,7.18521,3.41946,Lagos,Ogun
IHS_LAG_359,6.67626,3.31135,Lagos,Lagos
IHS_KAD_047,10.51750,7.39475,Abuja,Kaduna
IHS_KAD_048,10.46821,7.41768,Abuja,Kaduna
IHS_KAD_049,10.43826,7.41919,Abuja,Kaduna
IHS_OGU_007,6.66267,3.35830,Lagos,Ogun
IHS_OGU_008,6.76173,3.23452,Lagos,Ogun
IHS_ONT_050,6.09159,6.75467,Asaba,Anambra
IHS_ABJ_159,9.13952,7.19567,Abuja,FCT
IHS_PLA_068,9.91994,8.87127,Abuja,Plateau
IHS_OGU_010,6.69997,2.98587,Lagos,Ogun
IHS_OGU_011,6.69135,3.23440,Lagos,Ogun
IHS_ABJ_162,9.13369,7.29583,Abuja,FCT
IHS_LAG_407,6.67089,3.28018,Lagos,Lagos
IHS_LAG_408,6.67268,3.29497,Lagos,Lagos
IHS_PHC_197,5.23424,7.15676,Enugu,Imo
IHS_IMO_096,5.32031,6.82525,Enugu,Imo
IHS_ONT_053,6.15358,6.79544,Asaba,Anambra
IHS_ONT_054,6.13030,6.79951,Asaba,Anambra
IHS_IMO_053,5.48636,7.05678,Enugu,Imo
IHS_IMO_099,5.49195,7.04306,Enugu,Imo
IHS_KAD_052,9.40460,7.90013,Abuja,Kaduna
IHS_IMO_100,5.63145,7.13360,Enugu,Imo
IHS_ONT_061,6.16428,6.77928,Asaba,Anambra
IHS_OGU_020,7.07565,3.08332,Lagos,Ogun
IHS_ABE_026,7.14087,3.33670,Lagos,Ogun
IHS_ABE_027,7.15610,3.36976,Lagos,Ogun
IHS_IFO_009,6.70774,3.28850,Lagos,Ogun
IHS_OGU_025,6.71582,3.29973,Lagos,Ogun
IHS_LAG_603,6.68603,3.31698,Lagos,Lagos
IHS_ABJ_194,9.10938,7.26846,Abuja,FCT
IHS_ABJ_204,9.27230,7.36553,Abuja,FCT
IHS_ABJ_206,9.09713,7.21022,Abuja,FCT
IHS_ABJ_223,9.10053,7.28033,Abuja,FCT
IHS_KAD_053,10.26233,7.29501,Abuja,Kaduna
IHS_KAD_054,10.53300,7.38890,Abuja,Kaduna
IHS_KAD_055,10.56547,7.46583,Abuja,Kaduna
IHS_LAG_608,6.65319,3.24858,Lagos,Lagos
IHS_OGU_027,6.54741,3.12373,Lagos,Ogun
IHS_IFO_010,6.82483,3.18720,Lagos,Ogun
IHS_IFO_011,6.76927,3.24535,Lagos,Ogun
IHS_IFO_012,6.72718,3.23620,Lagos,Ogun
IHS_ABE_028,7.13163,3.30402,Lagos,Ogun
IHS_OGU_028,6.68824,3.17256,Lagos,Ogun
IHS_OGU_029,6.66691,3.18266,Lagos,Ogun
IHS_OGU_030,6.86991,3.00907,Lagos,Ogun
IHS_IFO_013,6.73168,3.25589,Lagos,Ogun
IHS_ABE_029,7.13018,3.38061,Lagos,Ogun
IHS_PHC_219,5.15590,7.14894,Enugu,Rivers
IHS_ONT_074,6.15625,6.84147,Asaba,Anambra
IHS_ONT_076,6.17654,6.95002,Asaba,Anambra
IHS_EKW_004,6.01334,7.07826,Asaba,Anambra
IHS_ABJ_275,9.16682,7.33330,Abuja,FCT
IHS_IMO_106,5.44014,7.02461,Enugu,Imo
IHS_KAD_076,10.39741,8.69933,Abuja,Kaduna
IHS_PLA_087,10.23703,8.79189,Abuja,Plateau
IHS_ABI_075,5.59739,7.51139,Enugu,Abia
IHS_ONT_066,6.11447,6.79167,Asaba,Anambra
IHS_ONT_067,6.11561,6.81221,Asaba,Anambra
IHS_ONT_068,6.16015,6.85831,Asaba,Anambra
IHS_ONT_069,6.07960,6.83293,Asaba,Anambra
IHS_ONT_070,6.05568,7.03748,Asaba,Anambra
IHS_ONT_072,6.10228,6.80100,Asaba,Anambra
IHS_ONT_073,6.11675,6.77992,Asaba,Anambra
IHS_ABJ_269,9.14270,7.31638,Abuja,FCT
IHS_IMO_105,5.45250,7.03659,Enugu,Imo
IHS_KAD_073,10.54421,7.39251,Abuja,Kaduna
IHS_ZAR_034,11.12726,7.73124,Abuja,Kaduna
IHS_KAD_074,10.52336,7.48589,Abuja,Kaduna
IHS_OGU_039,6.89278,3.01646,Lagos,Ogun
IHS_OGU_041,6.67831,3.21812,Lagos,Ogun
IHS_ABI_060,5.82686,7.41985,Enugu,Abia
IHS_ONT_062,6.10623,6.80549,Asaba,Anambra
IHS_ONT_064,6.10391,6.76260,Asaba,Anambra
IHS_IMO_102,5.48297,7.00671,Enugu,Imo
IHS_PHC_205,5.48558,6.71861,Enugu,Rivers
IHS_ABJ_253,9.18603,7.33023,Abuja,FCT
IHS_ABJ_255,9.09511,7.31444,Abuja,FCT
IHS_ABJ_257,9.10337,7.21179,Abuja,FCT
IHS_KAD_057,10.46033,7.49207,Abuja,Kaduna
IHS_KAD_061,10.46965,7.39751,Abuja,Kaduna
IHS_KAD_062,10.58833,7.39429,Abuja,Kaduna
IHS_NIG_063,9.19363,7.19167,Abuja,Niger
IHS_PLA_074,9.93627,8.88839,Abuja,Plateau
IHS_ABI_061,5.58308,7.43806,Enugu,Abia
IHS_ABI_063,6.00942,7.35913,Enugu,Abia
IHS_PHC_212,5.21583,6.99846,Enugu,Imo
IHS_ABI_066,5.49621,7.42223,Enugu,Abia
IHS_ABI_067,5.92945,7.43016,Enugu,Abia
IHS_ABI_068,5.44468,7.39340,Enugu,Abia
IHS_ABI_070,5.39897,7.40966,Enugu,Abia
IHS_OGU_043,6.71408,3.26329,Lagos,Ogun
IHS_ONT_081,6.11191,6.80228,Asaba,Anambra
IHS_OGU_016,6.68774,3.22830,Lagos,Ogun
IHS_ABI_076,5.32683,7.41819,Enugu,Abia
B0014,5.55534,7.12060,Enugu,Imo
B0015,5.61821,7.12730,Enugu,Imo
B0019,5.31220,7.26027,Enugu,Imo
B0048,5.53135,7.16547,Enugu,Imo
B0054,5.69359,7.06892,Enugu,Imo
B0625,9.22009,7.17370,Abuja,Niger
B0705,10.44040,8.65633,Abuja,Kaduna
B0737,10.52910,7.36535,Abuja,Kaduna
B0810,9.19433,7.39940,Abuja,FCT
B1017,5.48970,7.48295,Enugu,Abia
B1018,5.52347,7.49528,Enugu,Abia
B1019,5.53072,7.49800,Enugu,Abia
B1020,5.54012,7.49548,Enugu,Abia
B1021,5.64290,7.83016,Enugu,Abia
B1022,5.63101,7.83014,Enugu,Abia
B1023,5.62726,7.83931,Enugu,Abia
B1024,5.48233,7.03447,Enugu,Imo
B1026,5.49260,7.04827,Enugu,Imo
B1027,5.47965,7.01204,Enugu,Imo
B1028,5.46065,7.04636,Enugu,Imo
B1029,5.51538,7.03910,Enugu,Imo
B1030,5.50899,7.01997,Enugu,Imo
B1031,5.41576,7.19066,Enugu,Imo
B1032,5.71022,6.82347,Enugu,Imo
B1034,5.70929,6.80531,Enugu,Imo
B1035,5.61840,7.03653,Enugu,Imo
B1036,5.59177,7.01494,Enugu,Imo
B1037,5.58761,7.04947,Enugu,Imo
