Site ID,Latitude,Longitude,Region IHS,State
AN0656,6.14497,7.07211,Asaba,Anambra
AN0774,6.70250,6.98256,Asaba,Anambra
IM0447,5.49483,7.08614,Enugu,Imo
IM0534,5.68028,6.91869,Enugu,Imo
PL0185,9.95278,8.76143,Abuja,Plateau
AB0552,5.54311,7.84428,Enugu,Abia
AN0651,6.26906,7.12461,Asaba,Anambra
AN0755,6.30483,7.03706,Asaba,Anambra
AN0765,6.26322,7.13414,Asaba,Enugu
PL0187,9.54694,8.89970,Abuja,Plateau
AN0612,6.19931,7.06608,Asaba,Anambra
IM0544,5.45231,7.01419,Enugu,Imo
IM0627,5.36509,7.08445,Enugu,Imo
IM0656,5.61717,7.00308,Enugu,Imo
IM0612,5.55695,7.37718,Enugu,Imo
IM0615,5.50578,7.34926,Enugu,Imo
IM0566,5.45867,7.10133,Enugu,Imo
IM0670,5.73914,7.09256,Enugu,Imo
IM0671,5.73536,7.10372,Enugu,Imo
AN0642,6.19119,7.07578,Asaba,Anambra
IM0594,5.50485,6.75456,Enugu,Imo
IM0555,5.53100,7.06378,Enugu,Imo
AN0584,6.03892,6.93247,Asaba,Anambra
KD6334,11.06425,7.68025,Abuja,Kaduna
IM0529,5.80633,6.94972,Enugu,Imo
IM0662,5.89220,6.99042,Enugu,Imo
OG5047,6.71417,3.34639,Lagos,Ogun
AN0692,6.19698,7.07030,Asaba,Anambra
PL0193,9.78334,8.86110,Abuja,Plateau
PL0215,9.74261,8.83493,Abuja,Plateau
OG5050,6.69167,3.33778,Lagos,Ogun
OG5049,6.70222,3.33444,Lagos,Ogun
AN0583,6.03206,6.92539,Asaba,Anambra
OG5046,6.69719,3.35189,Lagos,Ogun
IM0616,5.48388,7.35027,Enugu,Imo
OG4539,6.70897,3.33417,Lagos,Ogun
PL0201,9.64163,8.88940,Abuja,Plateau
AN0516,5.99731,6.96047,Asaba,Anambra
IM0642,5.54739,7.00033,Enugu,Imo
AN0636,6.25508,6.92064,Asaba,Anambra
IM0690,5.66333,7.19692,Enugu,Imo
AN0558,5.98717,6.98875,Asaba,Anambra
AN0698,5.94694,6.87544,Asaba,Anambra
AN0559,6.25486,6.93119,Asaba,Anambra
AN0010,5.74890,6.88058,Enugu,Imo
OG5013,6.66722,3.36000,Lagos,Ogun
OG5048,6.71444,3.33056,Lagos,Ogun
AB0368,5.53406,7.51089,Enugu,Abia
KD6324,10.44233,7.39089,Abuja,Kaduna
NI4038,9.16122,7.19792,Abuja,Niger
IM0648,5.55783,7.34300,Enugu,Imo
IM0659,5.59450,6.99703,Enugu,Imo
NI4037,9.19536,7.20228,Abuja,Niger
PL0139,9.85163,8.86361,Abuja,Plateau
PL0208,9.87348,8.87284,Abuja,Plateau
IM0661,5.72056,7.16583,Enugu,Imo
LG4578,6.64481,3.24825,Lagos,Lagos
OG5000,6.67528,3.36167,Lagos,Ogun
OG5002,6.70306,3.28167,Lagos,Ogun
AN0614,6.12539,6.78078,Asaba,Anambra
AN0694,6.09600,6.88053,Asaba,Anambra
AN0690,6.20544,7.05097,Asaba,Anambra
IM0655,5.66242,6.99889,Enugu,Imo
AN0672,6.01367,7.14939,Asaba,Anambra
AN0734,6.00102,7.07183,Asaba,Anambra
AN0671,5.94122,7.05344,Asaba,Anambra
AN0710,5.99178,7.06706,Asaba,Anambra
AN0665,5.94783,7.12364,Asaba,Anambra
IM0654,5.91364,7.05733,Asaba,Imo
AN0703,5.95631,6.94506,Asaba,Anambra
KD6118,10.43375,7.45000,Abuja,Kaduna
KD6123,10.69736,7.51289,Abuja,Kaduna
AN0540,6.21489,6.80478,Asaba,Anambra
IM0672,5.70553,7.11956,Enugu,Imo
KD6359,10.90000,8.43306,Abuja,Kaduna
OG5004,6.68167,3.32944,Lagos,Lagos
AN0592,6.18842,6.79828,Asaba,Anambra
AN0535,6.11247,6.80569,Asaba,Anambra
AN0570,6.03436,7.04347,Asaba,Anambra
AN0693,6.11636,6.84119,Asaba,Anambra
AN0599,6.13644,6.82172,Asaba,Anambra
IM0602,5.76559,6.93432,Enugu,Imo
AB0515,5.48636,7.45014,Enugu,Abia
AN0522,6.12694,6.86994,Asaba,Anambra
AN0531,5.98281,6.90933,Asaba,Anambra
AN0588,6.24803,7.06306,Asaba,Anambra
AN0644,6.20294,7.07525,Asaba,Anambra
BA0067,10.38944,9.01133,Abuja,Bauchi
PL0216,9.88931,8.88486,Abuja,Plateau
AN0763,6.17169,6.85961,Asaba,Anambra
AN0719,5.95911,6.86461,Asaba,Anambra
AN0620,6.14139,6.84033,Asaba,Anambra
IM0636,5.51964,7.04611,Enugu,Imo
AN0643,6.19878,7.07547,Asaba,Anambra
AN0575,6.12033,6.78922,Asaba,Anambra
AN0720,5.96931,6.86756,Asaba,Anambra
IM0522,5.39181,6.99814,Enugu,Imo
IM0530,5.82106,6.94350,Enugu,Imo
LG4980,6.67333,3.32250,Lagos,Lagos
AN0700,5.97350,6.85631,Asaba,Anambra
AN0511,6.13944,6.86528,Asaba,Anambra
IM0527,5.48600,7.10028,Enugu,Imo
IM0563,5.48097,7.06528,Enugu,Imo
IM0617,5.47698,7.10346,Enugu,Imo
AN0770,6.14839,7.15058,Asaba,Anambra
IM0637,5.51783,7.05233,Enugu,Imo
AN0783,6.27075,7.04364,Asaba,Anambra
IM0521,5.43983,7.03736,Enugu,Imo
IM0687,5.65461,6.85344,Enugu,Imo
AN0542,6.07275,6.82664,Asaba,Anambra
IM0667,5.75897,7.05106,Enugu,Imo
IM0433,5.51253,7.04497,Enugu,Imo
AN0578,5.86272,6.86158,Asaba,Anambra
AB0519,5.54125,7.50050,Enugu,Abia
KD6329,11.14444,7.70667,Abuja,Kaduna
AN0518,6.11722,6.91647,Asaba,Anambra
PL0116,9.86058,8.85425,Abuja,Plateau
IM0682,5.70831,7.05228,Enugu,Imo
AN0716,5.88553,6.83686,Asaba,Anambra
IM0621,5.41097,7.18910,Enugu,Imo
AN0767,6.00686,7.16719,Asaba,Anambra
OG4998,6.69056,3.36639,Lagos,Ogun
OG5045,6.67998,3.31617,Lagos,Lagos
IM0677,5.51808,7.03733,Enugu,Imo
AN0730,6.05889,6.84222,Asaba,Anambra
IM0592,5.34693,7.21727,Enugu,Imo
AN0782,6.21183,7.14619,Asaba,Anambra
AN0633,6.02942,6.84258,Asaba,Anambra
AN0775,6.54328,6.94164,Asaba,Anambra
OG4256,6.95772,3.03617,Lagos,Ogun
IM0528,5.31511,7.01533,Enugu,Imo
LG5044,6.66542,3.30636,Lagos,Lagos
AN0623,6.14486,6.78997,Asaba,Anambra
AN0634,6.03186,6.82725,Asaba,Anambra
IM0652,5.74869,7.11089,Enugu,Imo
IM0629,5.69310,7.09699,Enugu,Imo
IM0668,5.74939,7.06517,Enugu,Imo
PL0135,9.92731,8.91096,Abuja,Plateau
EB0123,5.94517,7.56300,Enugu,Ebonyi
AN0747,6.03422,7.08697,Asaba,Anambra
AN0603,6.04608,6.88369,Asaba,Anambra
AN0567,6.15964,6.83781,Asaba,Anambra
AN0568,6.12412,6.83497,Asaba,Anambra
OG4598,6.72933,3.19583,Lagos,Ogun
AN0553,5.95639,7.05700,Asaba,Anambra
OG5051,6.68722,3.34389,Lagos,Ogun
AB0389,5.55317,7.47103,Enugu,Abia
LG4585,6.65797,3.30091,Lagos,Lagos
OG4532,7.11662,3.32544,Lagos,Ogun
LG4576,6.66505,3.26262,Lagos,Lagos
OG4558,6.90325,3.00483,Lagos,Ogun
BA0136,10.06314,9.06998,Abuja,Bauchi
KD6279,10.54759,7.42772,Abuja,Kaduna
PL0132,9.93849,8.85684,Abuja,Plateau
KD6286,11.07147,7.68814,Abuja,Kaduna
KD6370,10.58869,7.41255,Abuja,Kaduna
PL0127,9.94424,8.88531,Abuja,Plateau
IM0607,5.79013,7.05380,Enugu,Imo
AN0706,6.02117,6.91344,Asaba,Anambra
IM0712,5.66350,7.28144,Enugu,Imo
AN0563,6.12381,6.80861,Asaba,Anambra
IM0606,5.75978,7.10745,Enugu,Imo
OG4568,7.02442,3.38912,Lagos,Ogun
OG4553,6.80751,3.15964,Lagos,Ogun
AN0534,6.11769,6.80428,Asaba,Anambra
LG4515,6.64315,3.29987,Lagos,Lagos
AN0428,6.15242,6.83570,Asaba,Anambra
PL0131,9.95721,8.86938,Abuja,Plateau
IM0435,5.54492,6.95300,Enugu,Imo
PL0211,9.82672,8.86006,Abuja,Plateau
PL0156,9.92783,8.91664,Abuja,Plateau
PL0147,9.89067,8.88017,Abuja,Plateau
PL0213,9.97200,8.84383,Abuja,Plateau
OG5031,6.71389,3.31306,Lagos,Ogun
AN0739,6.21239,7.07147,Asaba,Anambra
IM0574,5.49781,7.05186,Enugu,Imo
AN0565,6.20964,7.05667,Asaba,Anambra
OG4564,7.49821,2.95378,Lagos,Ogun
LG4842,6.66364,3.32522,Lagos,Lagos
AN0621,6.16008,6.84783,Asaba,Anambra
OG5055,6.75899,3.20476,Lagos,Ogun
IM0619,5.43883,7.14706,Enugu,Imo
AN0649,6.23250,7.10822,Asaba,Anambra
OG5003,6.70472,3.29444,Lagos,Ogun
IM0713,5.53494,7.11942,Enugu,Imo
IM0673,5.53886,7.01361,Enugu,Imo
OG4384,6.53622,3.07487,Lagos,Ogun
OG4566,7.52021,2.91070,Lagos,Ogun
AN0773,6.33217,6.85036,Asaba,Anambra
OG4738,6.67225,3.37339,Lagos,Ogun
AN0529,6.15242,6.84136,Asaba,Anambra
OG5015,6.65972,3.37611,Lagos,Ogun
AN0625,6.15139,6.84678,Asaba,Anambra
OG4586,7.14545,3.33430,Lagos,Ogun
OG4994,6.75153,3.19521,Lagos,Ogun
KD0071,10.55222,7.46178,Abuja,Kaduna
BA0063,10.45231,8.76000,Abuja,Bauchi
BA0064,10.46806,8.80975,Abuja,Bauchi
OG4533,6.66932,3.37013,Lagos,Ogun
LG3904,6.65561,3.30372,Lagos,Lagos
BA0065,10.47642,8.90081,Abuja,Bauchi
OG4587,7.14033,3.35549,Lagos,Ogun
OG5001,6.69430,3.30501,Lagos,Ogun
OG4257,6.66076,3.09354,Lagos,Ogun
OG5012,6.67139,3.34950,Lagos,Lagos
IM0632,5.56594,7.09129,Enugu,Imo
OG4028,6.76136,3.23369,Lagos,Ogun
OG4597,7.16647,3.36561,Lagos,Ogun
KD5887,9.19111,8.16694,Abuja,Kaduna
OG4349,6.68545,3.30824,Lagos,Ogun
OG4610,7.15300,3.35158,Lagos,Lagos
OG4252,6.66772,2.76422,Lagos,Lagos
OG4361,6.68816,2.99686,Lagos,Lagos
T1651,9.78500,8.28889,Abuja,Kaduna
IM0569,5.51892,6.98542,Enugu,Imo
AN0650,6.24564,7.10361,Asaba,Anambra
IM0579,5.48436,7.02733,Enugu,Imo
OG4299,6.72803,3.28447,Lagos,Lagos
B2371,10.52290,7.43838,Abuja,Kaduna
B4482,9.96090,8.87230,Abuja,Plateau
B2845,6.13025,6.79600,Asaba,Anambra
B3708,6.12750,6.78237,Asaba,Anambra
B0706,10.50389,7.43486,Abuja,Kaduna
B3687,6.70512,3.24643,Lagos,Ogun
B4933,6.13236,6.79240,Asaba,Anambra
B0804,10.48302,7.39359,Abuja,Kaduna
B6397,10.57800,7.41617,Abuja,Kaduna
B1114,5.47933,6.99756,Enugu,Imo
B6446,10.44428,7.42894,Abuja,Kaduna
B0833,10.44191,7.40365,Abuja,Kaduna
B4902,5.48805,7.02995,Enugu,Imo
B0868,10.45228,7.45658,Abuja,Kaduna
B0830,10.45356,7.41615,Abuja,Kaduna
B0473,6.67043,3.34152,Lagos,Lagos
B1518,6.07161,6.87074,Asaba,Anambra
B0829,10.52693,7.41136,Abuja,Kaduna
B4189,6.67914,3.29895,Lagos,Lagos
B1885,6.09795,6.80795,Asaba,Anambra
T1668,9.81733,8.16958,Abuja,Kaduna
AN0029,6.14872,6.82153,Asaba,Anambra
AN0031,6.13693,6.79394,Asaba,Anambra
AN0062,6.14641,6.79136,Asaba,Anambra
AN0023,6.14720,6.77708,Asaba,Anambra
T4151,6.13300,6.79303,Asaba,Anambra
T4152,6.12780,6.77788,Asaba,Anambra
AN0084,6.27661,7.06242,Asaba,Anambra
T4150,5.88664,7.16397,Asaba,Imo
AN0042,6.15639,6.78089,Asaba,Anambra
AN0045,6.12523,6.79445,Asaba,Anambra
T4109,6.13575,6.79416,Asaba,Anambra
LG3021,6.92396,3.02876,Lagos,Ogun
LG3358,7.19636,3.46275,Lagos,Ogun
LG3352,6.71436,2.83020,Lagos,Ogun
OG4518,7.13347,3.33064,Lagos,Ogun
AN0674,6.15694,6.78589,Asaba,Anambra
PL0138,9.88248,8.86948,Abuja,Plateau
AN0613,6.22661,7.08158,Asaba,Anambra
OG5019,6.68561,3.36064,Lagos,Ogun
